Years,Country,Happiness Rank,Happiness Score,Economy (GDP per Capita),Social support,Health (Life Expectancy),Freedom,Trust (Government Corruption),Generosity,Democracy index (EIU),Electoral pluralism index (EIU),Government index (EIU),Political participation index(EIU),Political culture index (EIU),Civil liberties index (EIU),Population,Total CO2 ,CO2 relative growth,CO2 absolute Growth,CO2 per capita,Cumulative CO2 (metric tons),Peace index
2016,Pakistan,92,"5,132","0,68816","0,26135","0,40306","0,14622","0,1388","0,31185","43,3",60,"53,6","27,8",25,50,203627284,"203,146","19,374","32,97","0,998","4216,058","3,138"
2016,Pakistan,92,"5,132","0,68816","0,26135","0,40306","0,14622","0,1388","0,31185","43,3",60,"53,6","27,8",25,50,203627284,"203,146","19,374","32,97","0,998","4216,058","3,132"
2016,Pakistan,92,"5,132","0,68816","0,26135","0,40306","0,14622","0,1388","0,31185","43,3",60,"53,6","27,8",25,50,203627284,"203,146","19,374","32,97","0,998","4216,058","3,08"
2016,Pakistan,92,"5,132","0,68816","0,26135","0,40306","0,14622","0,1388","0,31185","43,3",60,"53,6","27,8",25,50,203627284,"203,146","19,374","32,97","0,998","4216,058","3,094"
2016,Pakistan,92,"5,132","0,68816","0,26135","0,40306","0,14622","0,1388","0,31185","43,3",60,"53,6","27,8",25,50,203627284,"203,146","19,374","32,97","0,998","4216,058","3,072"
2016,Lebanon,93,"5,129","1,12268","0,64184","0,76171","0,26228","0,03061","0,23693","48,6","44,2","21,4","77,8","43,8","55,9",6711121,"26,502","2,843","0,733","3,947","626,112","2,73"
2016,Lebanon,93,"5,129","1,12268","0,64184","0,76171","0,26228","0,03061","0,23693","48,6","44,2","21,4","77,8","43,8","55,9",6711121,"26,502","2,843","0,733","3,947","626,112","2,755"
2016,Lebanon,93,"5,129","1,12268","0,64184","0,76171","0,26228","0,03061","0,23693","48,6","44,2","21,4","77,8","43,8","55,9",6711121,"26,502","2,843","0,733","3,947","626,112","2,804"
2016,Lebanon,93,"5,129","1,12268","0,64184","0,76171","0,26228","0,03061","0,23693","48,6","44,2","21,4","77,8","43,8","55,9",6711121,"26,502","2,843","0,733","3,947","626,112","2,79"
2016,Lebanon,93,"5,129","1,12268","0,64184","0,76171","0,26228","0,03061","0,23693","48,6","44,2","21,4","77,8","43,8","55,9",6711121,"26,502","2,843","0,733","3,947","626,112","2,8"
2016,Portugal,94,"5,123","1,27607","0,94367","0,79363","0,44727","0,01521","0,11691","78,6","95,8","67,9","66,7","68,8","94,1",10325452,"50,456","-3,516","-1,838","4,886","2416,797","1,418"
2016,Portugal,94,"5,123","1,27607","0,94367","0,79363","0,44727","0,01521","0,11691","78,6","95,8","67,9","66,7","68,8","94,1",10325452,"50,456","-3,516","-1,838","4,886","2416,797","1,324"
2016,Portugal,94,"5,123","1,27607","0,94367","0,79363","0,44727","0,01521","0,11691","78,6","95,8","67,9","66,7","68,8","94,1",10325452,"50,456","-3,516","-1,838","4,886","2416,797","1,273"
2016,Portugal,94,"5,123","1,27607","0,94367","0,79363","0,44727","0,01521","0,11691","78,6","95,8","67,9","66,7","68,8","94,1",10325452,"50,456","-3,516","-1,838","4,886","2416,797","1,315"
2016,Portugal,94,"5,123","1,27607","0,94367","0,79363","0,44727","0,01521","0,11691","78,6","95,8","67,9","66,7","68,8","94,1",10325452,"50,456","-3,516","-1,838","4,886","2416,797","1,274"
2016,Vietnam,96,"5,061","0,74037","0,79117","0,66157","0,55954","0,11556","0,25075","33,8",0,"32,1","38,9","68,8","29,4",93638724,"185,432","0,54","0,997","1,98","2993,867","1,888"
2016,Vietnam,96,"5,061","0,74037","0,79117","0,66157","0,55954","0,11556","0,25075","33,8",0,"32,1","38,9","68,8","29,4",93638724,"185,432","0,54","0,997","1,98","2993,867","1,894"
2016,Vietnam,96,"5,061","0,74037","0,79117","0,66157","0,55954","0,11556","0,25075","33,8",0,"32,1","38,9","68,8","29,4",93638724,"185,432","0,54","0,997","1,98","2993,867","1,91"
2016,Vietnam,96,"5,061","0,74037","0,79117","0,66157","0,55954","0,11556","0,25075","33,8",0,"32,1","38,9","68,8","29,4",93638724,"185,432","0,54","0,997","1,98","2993,867","1,911"
2016,Vietnam,96,"5,061","0,74037","0,79117","0,66157","0,55954","0,11556","0,25075","33,8",0,"32,1","38,9","68,8","29,4",93638724,"185,432","0,54","0,997","1,98","2993,867","1,877"
2016,Tunisia,98,"5,045","0,97724","0,43165","0,59577","0,23553","0,0817","0,03936",64,60,"60,7","77,8","62,5","58,8",11303946,"29,008","-0,91","-0,266","2,566","784,787","1,997"
2016,Tunisia,98,"5,045","0,97724","0,43165","0,59577","0,23553","0,0817","0,03936",64,60,"60,7","77,8","62,5","58,8",11303946,"29,008","-0,91","-0,266","2,566","784,787","1,949"
2016,Tunisia,98,"5,045","0,97724","0,43165","0,59577","0,23553","0,0817","0,03936",64,60,"60,7","77,8","62,5","58,8",11303946,"29,008","-0,91","-0,266","2,566","784,787","1,976"
2016,Tunisia,98,"5,045","0,97724","0,43165","0,59577","0,23553","0,0817","0,03936",64,60,"60,7","77,8","62,5","58,8",11303946,"29,008","-0,91","-0,266","2,566","784,787",2
2016,Tunisia,98,"5,045","0,97724","0,43165","0,59577","0,23553","0,0817","0,03936",64,60,"60,7","77,8","62,5","58,8",11303946,"29,008","-0,91","-0,266","2,566","784,787","2,035"
2016,Greece,99,"5,033","1,24886","0,75473","0,80029","0,05822","0,04127",0,"72,3","95,8","53,6","61,1","62,5","88,2",10775971,"71,368","-4,789","-3,59","6,723","3809,018","1,958"
2016,Greece,99,"5,033","1,24886","0,75473","0,80029","0,05822","0,04127",0,"72,3","95,8","53,6","61,1","62,5","88,2",10775971,"71,368","-4,789","-3,59","6,723","3809,018","2,038"
2016,Greece,99,"5,033","1,24886","0,75473","0,80029","0,05822","0,04127",0,"72,3","95,8","53,6","61,1","62,5","88,2",10775971,"71,368","-4,789","-3,59","6,723","3809,018","2,02"
2016,Greece,99,"5,033","1,24886","0,75473","0,80029","0,05822","0,04127",0,"72,3","95,8","53,6","61,1","62,5","88,2",10775971,"71,368","-4,789","-3,59","6,723","3809,018","2,028"
2016,Greece,99,"5,033","1,24886","0,75473","0,80029","0,05822","0,04127",0,"72,3","95,8","53,6","61,1","62,5","88,2",10775971,"71,368","-4,789","-3,59","6,723","3809,018","1,933"
2016,Tajikistan,100,"4,996","0,48835","0,75602","0,53119","0,43408","0,13509","0,25998","18,9","5,8","0,7","16,7","62,5","8,8",8663579,"6,305","22,131","1,143","0,728","391,563","2,237"
2016,Tajikistan,100,"4,996","0,48835","0,75602","0,53119","0,43408","0,13509","0,25998","18,9","5,8","0,7","16,7","62,5","8,8",8663579,"6,305","22,131","1,143","0,728","391,563","2,304"
2016,Tajikistan,100,"4,996","0,48835","0,75602","0,53119","0,43408","0,13509","0,25998","18,9","5,8","0,7","16,7","62,5","8,8",8663579,"6,305","22,131","1,143","0,728","391,563","2,264"
2016,Tajikistan,100,"4,996","0,48835","0,75602","0,53119","0,43408","0,13509","0,25998","18,9","5,8","0,7","16,7","62,5","8,8",8663579,"6,305","22,131","1,143","0,728","391,563","2,279"
2016,Tajikistan,100,"4,996","0,48835","0,75602","0,53119","0,43408","0,13509","0,25998","18,9","5,8","0,7","16,7","62,5","8,8",8663579,"6,305","22,131","1,143","0,728","391,563","2,196"
2016,Mongolia,101,"4,907","0,98853","1,08983","0,55469","0,35972","0,03285","0,34539","66,2","91,7","57,1",50,50,"82,4",3056359,"25,324","8,95","2,08","8,287","528,473","1,75"
2016,Mongolia,101,"4,907","0,98853","1,08983","0,55469","0,35972","0,03285","0,34539","66,2","91,7","57,1",50,50,"82,4",3056359,"25,324","8,95","2,08","8,287","528,473","1,83"
2016,Mongolia,101,"4,907","0,98853","1,08983","0,55469","0,35972","0,03285","0,34539","66,2","91,7","57,1",50,50,"82,4",3056359,"25,324","8,95","2,08","8,287","528,473","1,802"
2016,Mongolia,101,"4,907","0,98853","1,08983","0,55469","0,35972","0,03285","0,34539","66,2","91,7","57,1",50,50,"82,4",3056359,"25,324","8,95","2,08","8,287","528,473","1,807"
2016,Mongolia,101,"4,907","0,98853","1,08983","0,55469","0,35972","0,03285","0,34539","66,2","91,7","57,1",50,50,"82,4",3056359,"25,324","8,95","2,08","8,287","528,473","1,792"
2016,Nigeria,103,"4,875","0,75216","0,64498","0,05108","0,27854","0,0305","0,23219",45,"60,8","42,9","33,3","43,8","44,1",185960289,"116,774","2,848","3,234","0,628","3418,47","2,936"
2016,Nigeria,103,"4,875","0,75216","0,64498","0,05108","0,27854","0,0305","0,23219",45,"60,8","42,9","33,3","43,8","44,1",185960289,"116,774","2,848","3,234","0,628","3418,47","2,871"
2016,Nigeria,103,"4,875","0,75216","0,64498","0,05108","0,27854","0,0305","0,23219",45,"60,8","42,9","33,3","43,8","44,1",185960289,"116,774","2,848","3,234","0,628","3418,47","2,871"
2016,Nigeria,103,"4,875","0,75216","0,64498","0,05108","0,27854","0,0305","0,23219",45,"60,8","42,9","33,3","43,8","44,1",185960289,"116,774","2,848","3,234","0,628","3418,47","2,883"
2016,Nigeria,103,"4,875","0,75216","0,64498","0,05108","0,27854","0,0305","0,23219",45,"60,8","42,9","33,3","43,8","44,1",185960289,"116,774","2,848","3,234","0,628","3418,47","2,898"
2016,Honduras,104,"4,871","0,69429","0,75596","0,58383","0,26755","0,06906","0,2044","59,2","91,7","57,1","38,9","43,8","64,7",9270795,"9,554","-5,233","-0,528","1,031","218,437","2,226"
2016,Honduras,104,"4,871","0,69429","0,75596","0,58383","0,26755","0,06906","0,2044","59,2","91,7","57,1","38,9","43,8","64,7",9270795,"9,554","-5,233","-0,528","1,031","218,437","2,232"
2016,Honduras,104,"4,871","0,69429","0,75596","0,58383","0,26755","0,06906","0,2044","59,2","91,7","57,1","38,9","43,8","64,7",9270795,"9,554","-5,233","-0,528","1,031","218,437","2,193"
2016,Honduras,104,"4,871","0,69429","0,75596","0,58383","0,26755","0,06906","0,2044","59,2","91,7","57,1","38,9","43,8","64,7",9270795,"9,554","-5,233","-0,528","1,031","218,437","2,276"
2016,Honduras,104,"4,871","0,69429","0,75596","0,58383","0,26755","0,06906","0,2044","59,2","91,7","57,1","38,9","43,8","64,7",9270795,"9,554","-5,233","-0,528","1,031","218,437","2,341"
2016,Iran,105,"4,813","1,11758","0,38857","0,64232","0,22544","0,0557","0,38538","23,4",0,"32,1","38,9","31,3","14,7",79564016,"648,061","1,131","7,249","8,145","16020,986","2,453"
2016,Iran,105,"4,813","1,11758","0,38857","0,64232","0,22544","0,0557","0,38538","23,4",0,"32,1","38,9","31,3","14,7",79564016,"648,061","1,131","7,249","8,145","16020,986","2,37"
2016,Iran,105,"4,813","1,11758","0,38857","0,64232","0,22544","0,0557","0,38538","23,4",0,"32,1","38,9","31,3","14,7",79564016,"648,061","1,131","7,249","8,145","16020,986","2,344"
2016,Iran,105,"4,813","1,11758","0,38857","0,64232","0,22544","0,0557","0,38538","23,4",0,"32,1","38,9","31,3","14,7",79564016,"648,061","1,131","7,249","8,145","16020,986","2,419"
2016,Iran,105,"4,813","1,11758","0,38857","0,64232","0,22544","0,0557","0,38538","23,4",0,"32,1","38,9","31,3","14,7",79564016,"648,061","1,131","7,249","8,145","16020,986","2,542"
2016,Zambia,106,"4,795","0,61202","0,6376","0,23573","0,42662","0,11479","0,17866","59,9","70,8","53,6","38,9","68,8","67,6",16363507,"4,838","12,623","0,542","0,296","214,398","1,817"
2016,Zambia,106,"4,795","0,61202","0,6376","0,23573","0,42662","0,11479","0,17866","59,9","70,8","53,6","38,9","68,8","67,6",16363507,"4,838","12,623","0,542","0,296","214,398","1,774"
2016,Zambia,106,"4,795","0,61202","0,6376","0,23573","0,42662","0,11479","0,17866","59,9","70,8","53,6","38,9","68,8","67,6",16363507,"4,838","12,623","0,542","0,296","214,398","1,78"
2016,Zambia,106,"4,795","0,61202","0,6376","0,23573","0,42662","0,11479","0,17866","59,9","70,8","53,6","38,9","68,8","67,6",16363507,"4,838","12,623","0,542","0,296","214,398","1,821"
2016,Zambia,106,"4,795","0,61202","0,6376","0,23573","0,42662","0,11479","0,17866","59,9","70,8","53,6","38,9","68,8","67,6",16363507,"4,838","12,623","0,542","0,296","214,398","1,805"
2016,Nepal,107,"4,793","0,44626","0,69699","0,50073","0,37012","0,07008","0,3816","48,6","43,3","42,9","44,4","56,3","55,9",27261131,"8,841","47,007","2,827","0,324","105,52","1,885"
2016,Nepal,107,"4,793","0,44626","0,69699","0,50073","0,37012","0,07008","0,3816","48,6","43,3","42,9","44,4","56,3","55,9",27261131,"8,841","47,007","2,827","0,324","105,52","2,003"
2016,Nepal,107,"4,793","0,44626","0,69699","0,50073","0,37012","0,07008","0,3816","48,6","43,3","42,9","44,4","56,3","55,9",27261131,"8,841","47,007","2,827","0,324","105,52","2,048"
2016,Nepal,107,"4,793","0,44626","0,69699","0,50073","0,37012","0,07008","0,3816","48,6","43,3","42,9","44,4","56,3","55,9",27261131,"8,841","47,007","2,827","0,324","105,52","2,06"
2016,Nepal,107,"4,793","0,44626","0,69699","0,50073","0,37012","0,07008","0,3816","48,6","43,3","42,9","44,4","56,3","55,9",27261131,"8,841","47,007","2,827","0,324","105,52","2,003"
2016,Albania,109,"4,655","0,9553","0,50163","0,73007","0,31866","0,05301","0,1684","59,1",70,"43,6","55,6",50,"76,5",2876101,"4,496","-0,808","-0,037","1,558","266,109","1,948"
2016,Albania,109,"4,655","0,9553","0,50163","0,73007","0,31866","0,05301","0,1684","59,1",70,"43,6","55,6",50,"76,5",2876101,"4,496","-0,808","-0,037","1,558","266,109","1,9"
2016,Albania,109,"4,655","0,9553","0,50163","0,73007","0,31866","0,05301","0,1684","59,1",70,"43,6","55,6",50,"76,5",2876101,"4,496","-0,808","-0,037","1,558","266,109","1,92"
2016,Albania,109,"4,655","0,9553","0,50163","0,73007","0,31866","0,05301","0,1684","59,1",70,"43,6","55,6",50,"76,5",2876101,"4,496","-0,808","-0,037","1,558","266,109","1,843"
2016,Albania,109,"4,655","0,9553","0,50163","0,73007","0,31866","0,05301","0,1684","59,1",70,"43,6","55,6",50,"76,5",2876101,"4,496","-0,808","-0,037","1,558","266,109","1,821"
2016,Bangladesh,110,"4,643","0,54177","0,24749","0,52989","0,39778","0,12583","0,19132","57,3","74,2","50,7",50,"43,8","67,6",157970840,"75,857","4,15","3,023","0,48","1210,641","2,027"
2016,Bangladesh,110,"4,643","0,54177","0,24749","0,52989","0,39778","0,12583","0,19132","57,3","74,2","50,7",50,"43,8","67,6",157970840,"75,857","4,15","3,023","0,48","1210,641","2,046"
2016,Bangladesh,110,"4,643","0,54177","0,24749","0,52989","0,39778","0,12583","0,19132","57,3","74,2","50,7",50,"43,8","67,6",157970840,"75,857","4,15","3,023","0,48","1210,641","2,036"
2016,Bangladesh,110,"4,643","0,54177","0,24749","0,52989","0,39778","0,12583","0,19132","57,3","74,2","50,7",50,"43,8","67,6",157970840,"75,857","4,15","3,023","0,48","1210,641","2,078"
2016,Bangladesh,110,"4,643","0,54177","0,24749","0,52989","0,39778","0,12583","0,19132","57,3","74,2","50,7",50,"43,8","67,6",157970840,"75,857","4,15","3,023","0,48","1210,641","2,128"
2016,Sierra Leone,111,"4,635","0,36485","0,628",0,"0,30685","0,08196","0,23897","45,5","65,8","18,6","27,8","62,5","52,9",7328838,"0,931","2,834","0,026","0,127","33,313","1,792"
2016,Sierra Leone,111,"4,635","0,36485","0,628",0,"0,30685","0,08196","0,23897","45,5","65,8","18,6","27,8","62,5","52,9",7328838,"0,931","2,834","0,026","0,127","33,313","1,772"
2016,Sierra Leone,111,"4,635","0,36485","0,628",0,"0,30685","0,08196","0,23897","45,5","65,8","18,6","27,8","62,5","52,9",7328838,"0,931","2,834","0,026","0,127","33,313","1,751"
2016,Sierra Leone,111,"4,635","0,36485","0,628",0,"0,30685","0,08196","0,23897","45,5","65,8","18,6","27,8","62,5","52,9",7328838,"0,931","2,834","0,026","0,127","33,313","1,737"
2016,Sierra Leone,111,"4,635","0,36485","0,628",0,"0,30685","0,08196","0,23897","45,5","65,8","18,6","27,8","62,5","52,9",7328838,"0,931","2,834","0,026","0,127","33,313","1,822"
2016,Iraq,112,"4,575","1,07474","0,59205","0,51076","0,24856","0,13636","0,19589","40,8","43,3","0,7","72,2","43,8","44,1",36610632,"194,361","17,335","28,715","5,309","3802,148","3,481"
2016,Iraq,112,"4,575","1,07474","0,59205","0,51076","0,24856","0,13636","0,19589","40,8","43,3","0,7","72,2","43,8","44,1",36610632,"194,361","17,335","28,715","5,309","3802,148","3,53"
2016,Iraq,112,"4,575","1,07474","0,59205","0,51076","0,24856","0,13636","0,19589","40,8","43,3","0,7","72,2","43,8","44,1",36610632,"194,361","17,335","28,715","5,309","3802,148","3,516"
2016,Iraq,112,"4,575","1,07474","0,59205","0,51076","0,24856","0,13636","0,19589","40,8","43,3","0,7","72,2","43,8","44,1",36610632,"194,361","17,335","28,715","5,309","3802,148","3,436"
2016,Iraq,112,"4,575","1,07474","0,59205","0,51076","0,24856","0,13636","0,19589","40,8","43,3","0,7","72,2","43,8","44,1",36610632,"194,361","17,335","28,715","5,309","3802,148","3,369"
2016,Cameroon,114,"4,513","0,52497","0,62542","0,12698","0,42736","0,06126","0,2268","34,6",20,"32,1","38,9","43,8","38,2",23926539,"8,26","6,66","0,516","0,345","181,047","2,296"
2016,Cameroon,114,"4,513","0,52497","0,62542","0,12698","0,42736","0,06126","0,2268","34,6",20,"32,1","38,9","43,8","38,2",23926539,"8,26","6,66","0,516","0,345","181,047","2,3"
2016,Cameroon,114,"4,513","0,52497","0,62542","0,12698","0,42736","0,06126","0,2268","34,6",20,"32,1","38,9","43,8","38,2",23926539,"8,26","6,66","0,516","0,345","181,047","2,373"
2016,Cameroon,114,"4,513","0,52497","0,62542","0,12698","0,42736","0,06126","0,2268","34,6",20,"32,1","38,9","43,8","38,2",23926539,"8,26","6,66","0,516","0,345","181,047","2,473"
2016,Cameroon,114,"4,513","0,52497","0,62542","0,12698","0,42736","0,06126","0,2268","34,6",20,"32,1","38,9","43,8","38,2",23926539,"8,26","6,66","0,516","0,345","181,047","2,538"
2016,Ethiopia,115,"4,508","0,29283","0,37932","0,34578","0,36703","0,1717","0,29522",36,0,"35,7","55,6","56,3","32,4",103603501,"14,432","13,697","1,739","0,139","196,231","2,283"
2016,Ethiopia,115,"4,508","0,29283","0,37932","0,34578","0,36703","0,1717","0,29522",36,0,"35,7","55,6","56,3","32,4",103603501,"14,432","13,697","1,739","0,139","196,231","2,275"
2016,Ethiopia,115,"4,508","0,29283","0,37932","0,34578","0,36703","0,1717","0,29522",36,0,"35,7","55,6","56,3","32,4",103603501,"14,432","13,697","1,739","0,139","196,231","2,345"
2016,Ethiopia,115,"4,508","0,29283","0,37932","0,34578","0,36703","0,1717","0,29522",36,0,"35,7","55,6","56,3","32,4",103603501,"14,432","13,697","1,739","0,139","196,231","2,426"
2016,Ethiopia,115,"4,508","0,29283","0,37932","0,34578","0,36703","0,1717","0,29522",36,0,"35,7","55,6","56,3","32,4",103603501,"14,432","13,697","1,739","0,139","196,231","2,434"
2016,South Africa,116,"4,459","1,02416","0,96053","0,18611","0,42483","0,08415","0,13656","74,1","79,2","78,6","83,3",50,"79,4",56203654,"460,043","1,872","8,453","8,185","19305,576","2,428"
2016,South Africa,116,"4,459","1,02416","0,96053","0,18611","0,42483","0,08415","0,13656","74,1","79,2","78,6","83,3",50,"79,4",56203654,"460,043","1,872","8,453","8,185","19305,576","2,309"
2016,South Africa,116,"4,459","1,02416","0,96053","0,18611","0,42483","0,08415","0,13656","74,1","79,2","78,6","83,3",50,"79,4",56203654,"460,043","1,872","8,453","8,185","19305,576","2,336"
2016,South Africa,116,"4,459","1,02416","0,96053","0,18611","0,42483","0,08415","0,13656","74,1","79,2","78,6","83,3",50,"79,4",56203654,"460,043","1,872","8,453","8,185","19305,576","2,335"
2016,South Africa,116,"4,459","1,02416","0,96053","0,18611","0,42483","0,08415","0,13656","74,1","79,2","78,6","83,3",50,"79,4",56203654,"460,043","1,872","8,453","8,185","19305,576","2,399"
2016,Sri Lanka,117,"4,415","0,97318","0,84783","0,62007","0,50817","0,07964","0,46978","64,8","78,3","67,9",50,"68,8","58,8",21203000,"23,028","16,128","3,198","1,095","412,316","2,225"
2016,Sri Lanka,117,"4,415","0,97318","0,84783","0,62007","0,50817","0,07964","0,46978","64,8","78,3","67,9",50,"68,8","58,8",21203000,"23,028","16,128","3,198","1,095","412,316","2,101"
2016,Sri Lanka,117,"4,415","0,97318","0,84783","0,62007","0,50817","0,07964","0,46978","64,8","78,3","67,9",50,"68,8","58,8",21203000,"23,028","16,128","3,198","1,095","412,316","1,98"
2016,Sri Lanka,117,"4,415","0,97318","0,84783","0,62007","0,50817","0,07964","0,46978","64,8","78,3","67,9",50,"68,8","58,8",21203000,"23,028","16,128","3,198","1,095","412,316","1,964"
2016,Sri Lanka,117,"4,415","0,97318","0,84783","0,62007","0,50817","0,07964","0,46978","64,8","78,3","67,9",50,"68,8","58,8",21203000,"23,028","16,128","3,198","1,095","412,316","1,986"
2016,India,118,"4,404","0,74036","0,29247","0,45091","0,40285","0,08722","0,25028","78,1","95,8",75,"72,2","56,3","91,2",1324509589,"2392,36","6,165","138,931","1,806","44272,395","2,557"
2016,India,118,"4,404","0,74036","0,29247","0,45091","0,40285","0,08722","0,25028","78,1","95,8",75,"72,2","56,3","91,2",1324509589,"2392,36","6,165","138,931","1,806","44272,395","2,565"
2016,India,118,"4,404","0,74036","0,29247","0,45091","0,40285","0,08722","0,25028","78,1","95,8",75,"72,2","56,3","91,2",1324509589,"2392,36","6,165","138,931","1,806","44272,395","2,545"
2016,India,118,"4,404","0,74036","0,29247","0,45091","0,40285","0,08722","0,25028","78,1","95,8",75,"72,2","56,3","91,2",1324509589,"2392,36","6,165","138,931","1,806","44272,395","2,517"
2016,India,118,"4,404","0,74036","0,29247","0,45091","0,40285","0,08722","0,25028","78,1","95,8",75,"72,2","56,3","91,2",1324509589,"2392,36","6,165","138,931","1,806","44272,395","2,605"
2016,Myanmar,119,"4,395","0,34112","0,69981","0,3988","0,42692","0,20243","0,81971",42,"31,7","35,7","44,4","68,8","29,4",53045226,"25,469","15,367","3,392","0,48","481,667","2,337"
2016,Myanmar,119,"4,395","0,34112","0,69981","0,3988","0,42692","0,20243","0,81971",42,"31,7","35,7","44,4","68,8","29,4",53045226,"25,469","15,367","3,392","0,48","481,667","2,25"
2016,Myanmar,119,"4,395","0,34112","0,69981","0,3988","0,42692","0,20243","0,81971",42,"31,7","35,7","44,4","68,8","29,4",53045226,"25,469","15,367","3,392","0,48","481,667","2,187"
2016,Myanmar,119,"4,395","0,34112","0,69981","0,3988","0,42692","0,20243","0,81971",42,"31,7","35,7","44,4","68,8","29,4",53045226,"25,469","15,367","3,392","0,48","481,667","2,328"
2016,Myanmar,119,"4,395","0,34112","0,69981","0,3988","0,42692","0,20243","0,81971",42,"31,7","35,7","44,4","68,8","29,4",53045226,"25,469","15,367","3,392","0,48","481,667","2,393"
2016,Egypt,120,"4,362","0,95395","0,49813","0,52116","0,18847","0,10393","0,12706","33,1","25,8","39,3","33,3","37,5","29,4",94447072,"233,516","6,48","14,212","2,472","5394,22","2,438"
2016,Egypt,120,"4,362","0,95395","0,49813","0,52116","0,18847","0,10393","0,12706","33,1","25,8","39,3","33,3","37,5","29,4",94447072,"233,516","6,48","14,212","2,472","5394,22","2,562"
2016,Egypt,120,"4,362","0,95395","0,49813","0,52116","0,18847","0,10393","0,12706","33,1","25,8","39,3","33,3","37,5","29,4",94447072,"233,516","6,48","14,212","2,472","5394,22","2,602"
2016,Egypt,120,"4,362","0,95395","0,49813","0,52116","0,18847","0,10393","0,12706","33,1","25,8","39,3","33,3","37,5","29,4",94447072,"233,516","6,48","14,212","2,472","5394,22","2,657"
2016,Egypt,120,"4,362","0,95395","0,49813","0,52116","0,18847","0,10393","0,12706","33,1","25,8","39,3","33,3","37,5","29,4",94447072,"233,516","6,48","14,212","2,472","5394,22","2,521"
2016,Armenia,121,"4,36","0,86086","0,62477","0,64083","0,14037","0,03616","0,07793","38,8","43,3","28,6","44,4","18,8","58,8",2936146,"5,159","1,703","0,086","1,757","669,021","2,243"
2016,Armenia,121,"4,36","0,86086","0,62477","0,64083","0,14037","0,03616","0,07793","38,8","43,3","28,6","44,4","18,8","58,8",2936146,"5,159","1,703","0,086","1,757","669,021","2,225"
2016,Armenia,121,"4,36","0,86086","0,62477","0,64083","0,14037","0,03616","0,07793","38,8","43,3","28,6","44,4","18,8","58,8",2936146,"5,159","1,703","0,086","1,757","669,021","2,258"
2016,Armenia,121,"4,36","0,86086","0,62477","0,64083","0,14037","0,03616","0,07793","38,8","43,3","28,6","44,4","18,8","58,8",2936146,"5,159","1,703","0,086","1,757","669,021","2,302"
2016,Armenia,121,"4,36","0,86086","0,62477","0,64083","0,14037","0,03616","0,07793","38,8","43,3","28,6","44,4","18,8","58,8",2936146,"5,159","1,703","0,086","1,757","669,021","2,294"
2016,Kenya,122,"4,356","0,52267","0,7624","0,30147","0,40576","0,06686","0,41328","53,3","43,3",50,"66,7","56,3",50,49051686,"17,152","5,222","0,851","0,35","398,101","2,332"
2016,Kenya,122,"4,356","0,52267","0,7624","0,30147","0,40576","0,06686","0,41328","53,3","43,3",50,"66,7","56,3",50,49051686,"17,152","5,222","0,851","0,35","398,101","2,339"
2016,Kenya,122,"4,356","0,52267","0,7624","0,30147","0,40576","0,06686","0,41328","53,3","43,3",50,"66,7","56,3",50,49051686,"17,152","5,222","0,851","0,35","398,101","2,33"
2016,Kenya,122,"4,356","0,52267","0,7624","0,30147","0,40576","0,06686","0,41328","53,3","43,3",50,"66,7","56,3",50,49051686,"17,152","5,222","0,851","0,35","398,101","2,3"
2016,Kenya,122,"4,356","0,52267","0,7624","0,30147","0,40576","0,06686","0,41328","53,3","43,3",50,"66,7","56,3",50,49051686,"17,152","5,222","0,851","0,35","398,101","2,3"
2016,Ukraine,123,"4,324","0,87287","1,01413","0,58628","0,12859","0,01829","0,20363",57,"58,3","39,3","66,7",50,"70,6",45004674,"234,2","4,595","10,288","5,238","28871,208","3,059"
2016,Ukraine,123,"4,324","0,87287","1,01413","0,58628","0,12859","0,01829","0,20363",57,"58,3","39,3","66,7",50,"70,6",45004674,"234,2","4,595","10,288","5,238","28871,208","3,28"
2016,Ukraine,123,"4,324","0,87287","1,01413","0,58628","0,12859","0,01829","0,20363",57,"58,3","39,3","66,7",50,"70,6",45004674,"234,2","4,595","10,288","5,238","28871,208","3,213"
2016,Ukraine,123,"4,324","0,87287","1,01413","0,58628","0,12859","0,01829","0,20363",57,"58,3","39,3","66,7",50,"70,6",45004674,"234,2","4,595","10,288","5,238","28871,208","3,147"
2016,Ukraine,123,"4,324","0,87287","1,01413","0,58628","0,12859","0,01829","0,20363",57,"58,3","39,3","66,7",50,"70,6",45004674,"234,2","4,595","10,288","5,238","28871,208","2,95"
2016,Ghana,124,"4,276","0,63107","0,49353","0,29681","0,40973","0,0326","0,21203","67,5","83,3","57,1","61,1","62,5","73,5",28481946,"16,547","2,682","0,432","0,581","307,977","1,8"
2016,Ghana,124,"4,276","0,63107","0,49353","0,29681","0,40973","0,0326","0,21203","67,5","83,3","57,1","61,1","62,5","73,5",28481946,"16,547","2,682","0,432","0,581","307,977","1,796"
2016,Ghana,124,"4,276","0,63107","0,49353","0,29681","0,40973","0,0326","0,21203","67,5","83,3","57,1","61,1","62,5","73,5",28481946,"16,547","2,682","0,432","0,581","307,977","1,808"
2016,Ghana,124,"4,276","0,63107","0,49353","0,29681","0,40973","0,0326","0,21203","67,5","83,3","57,1","61,1","62,5","73,5",28481946,"16,547","2,682","0,432","0,581","307,977","1,772"
