Years,Country,Happiness Rank,Happiness Score,Economy (GDP per Capita),Social support,Health (Life Expectancy),Freedom,Trust (Government Corruption),Generosity,Democracy index (EIU),Electoral pluralism index (EIU),Government index (EIU),Political participation index(EIU),Political culture index (EIU),Civil liberties index (EIU),Population,Total CO2 ,CO2 relative growth,CO2 absolute Growth,CO2 per capita,Cumulative CO2 (metric tons),Peace index
2017,Norway,1,"7,537000179","1,616463184","1,533523560","0,796666503","0,635422587","0,315963835","0,362012237","98,7",100,"96,4",100,100,"97,1",5276968,"43,563","-2,047","-0,91","8,226","2512,995","1,483"
2017,Norway,1,"7,537000179","1,616463184","1,533523560","0,796666503","0,635422587","0,315963835","0,362012237","98,7",100,"96,4",100,100,"97,1",5276968,"43,563","-2,047","-0,91","8,226","2512,995","1,488"
2017,Norway,1,"7,537000179","1,616463184","1,533523560","0,796666503","0,635422587","0,315963835","0,362012237","98,7",100,"96,4",100,100,"97,1",5276968,"43,563","-2,047","-0,91","8,226","2512,995","1,504"
2017,Norway,1,"7,537000179","1,616463184","1,533523560","0,796666503","0,635422587","0,315963835","0,362012237","98,7",100,"96,4",100,100,"97,1",5276968,"43,563","-2,047","-0,91","8,226","2512,995","1,515"
2017,Norway,1,"7,537000179","1,616463184","1,533523560","0,796666503","0,635422587","0,315963835","0,362012237","98,7",100,"96,4",100,100,"97,1",5276968,"43,563","-2,047","-0,91","8,226","2512,995","1,536"
2017,Denmark,2,"7,521999836","1,482383013","1,551121593","0,792565525","0,626006722","0,400770068","0,355280489","92,2",100,"92,9","83,3","93,8","91,2",5764980,"34,722","-6,128","-2,267","6,058","3990,421","1,179"
2017,Denmark,2,"7,521999836","1,482383013","1,551121593","0,792565525","0,626006722","0,400770068","0,355280489","92,2",100,"92,9","83,3","93,8","91,2",5764980,"34,722","-6,128","-2,267","6,058","3990,421","1,201"
2017,Denmark,2,"7,521999836","1,482383013","1,551121593","0,792565525","0,626006722","0,400770068","0,355280489","92,2",100,"92,9","83,3","93,8","91,2",5764980,"34,722","-6,128","-2,267","6,058","3990,421","1,299"
2017,Denmark,2,"7,521999836","1,482383013","1,551121593","0,792565525","0,626006722","0,400770068","0,355280489","92,2",100,"92,9","83,3","93,8","91,2",5764980,"34,722","-6,128","-2,267","6,058","3990,421","1,313"
2017,Denmark,2,"7,521999836","1,482383013","1,551121593","0,792565525","0,626006722","0,400770068","0,355280489","92,2",100,"92,9","83,3","93,8","91,2",5764980,"34,722","-6,128","-2,267","6,058","3990,421","1,316"
2017,Iceland,3,"7,504000187","1,480633020","1,610574007","0,833552122","0,627162635","0,153526559","0,475540221","95,8",100,"92,9","88,9",100,"97,1",343400,"3,615","3,355","0,117","10,823","142,015","1,142"
2017,Iceland,3,"7,504000187","1,480633020","1,610574007","0,833552122","0,627162635","0,153526559","0,475540221","95,8",100,"92,9","88,9",100,"97,1",343400,"3,615","3,355","0,117","10,823","142,015","1,138"
2017,Iceland,3,"7,504000187","1,480633020","1,610574007","0,833552122","0,627162635","0,153526559","0,475540221","95,8",100,"92,9","88,9",100,"97,1",343400,"3,615","3,355","0,117","10,823","142,015","1,084"
2017,Iceland,3,"7,504000187","1,480633020","1,610574007","0,833552122","0,627162635","0,153526559","0,475540221","95,8",100,"92,9","88,9",100,"97,1",343400,"3,615","3,355","0,117","10,823","142,015","1,096"
2017,Iceland,3,"7,504000187","1,480633020","1,610574007","0,833552122","0,627162635","0,153526559","0,475540221","95,8",100,"92,9","88,9",100,"97,1",343400,"3,615","3,355","0,117","10,823","142,015","1,072"
2017,Switzerland,4,"7,493999958","1,564979553","1,516911745","0,858131289","0,620070577","0,367007285","0,290549278","90,3","95,8","92,9","77,8","93,8","91,2",8451840,"38,182","-2,578","-1,01","4,515","2916,84","1,443"
2017,Switzerland,4,"7,493999958","1,564979553","1,516911745","0,858131289","0,620070577","0,367007285","0,290549278","90,3","95,8","92,9","77,8","93,8","91,2",8451840,"38,182","-2,578","-1,01","4,515","2916,84","1,369"
2017,Switzerland,4,"7,493999958","1,564979553","1,516911745","0,858131289","0,620070577","0,367007285","0,290549278","90,3","95,8","92,9","77,8","93,8","91,2",8451840,"38,182","-2,578","-1,01","4,515","2916,84","1,368"
2017,Switzerland,4,"7,493999958","1,564979553","1,516911745","0,858131289","0,620070577","0,367007285","0,290549278","90,3","95,8","92,9","77,8","93,8","91,2",8451840,"38,182","-2,578","-1,01","4,515","2916,84","1,379"
2017,Switzerland,4,"7,493999958","1,564979553","1,516911745","0,858131289","0,620070577","0,367007285","0,290549278","90,3","95,8","92,9","77,8","93,8","91,2",8451840,"38,182","-2,578","-1,01","4,515","2916,84","1,375"
2017,Finland,5,"7,468999863","1,443571925","1,540246725","0,809157670","0,617950857","0,382611543","0,245482773","90,3",100,"89,3","77,8","87,5","97,1",5508214,"44,673","-5,409","-2,554","8,106","3063,421","1,399"
2017,Finland,5,"7,468999863","1,443571925","1,540246725","0,809157670","0,617950857","0,382611543","0,245482773","90,3",100,"89,3","77,8","87,5","97,1",5508214,"44,673","-5,409","-2,554","8,106","3063,421","1,447"
2017,Finland,5,"7,468999863","1,443571925","1,540246725","0,809157670","0,617950857","0,382611543","0,245482773","90,3",100,"89,3","77,8","87,5","97,1",5508214,"44,673","-5,409","-2,554","8,106","3063,421","1,527"
2017,Finland,5,"7,468999863","1,443571925","1,540246725","0,809157670","0,617950857","0,382611543","0,245482773","90,3",100,"89,3","77,8","87,5","97,1",5508214,"44,673","-5,409","-2,554","8,106","3063,421","1,505"
2017,Finland,5,"7,468999863","1,443571925","1,540246725","0,809157670","0,617950857","0,382611543","0,245482773","90,3",100,"89,3","77,8","87,5","97,1",5508214,"44,673","-5,409","-2,554","8,106","3063,421","1,488"
2017,Netherlands,6,"7,376999855","1,503944635","1,428939223","0,810696125","0,585384488","0,282661825","0,470489830","88,9","95,8","92,9","83,3","81,3","91,2",17131296,"164,445","-1,105","-1,837","9,661","11311,643","1,527"
2017,Netherlands,6,"7,376999855","1,503944635","1,428939223","0,810696125","0,585384488","0,282661825","0,470489830","88,9","95,8","92,9","83,3","81,3","91,2",17131296,"164,445","-1,105","-1,837","9,661","11311,643","1,526"
2017,Netherlands,6,"7,376999855","1,503944635","1,428939223","0,810696125","0,585384488","0,282661825","0,470489830","88,9","95,8","92,9","83,3","81,3","91,2",17131296,"164,445","-1,105","-1,837","9,661","11311,643","1,54"
2017,Netherlands,6,"7,376999855","1,503944635","1,428939223","0,810696125","0,585384488","0,282661825","0,470489830","88,9","95,8","92,9","83,3","81,3","91,2",17131296,"164,445","-1,105","-1,837","9,661","11311,643","1,528"
2017,Netherlands,6,"7,376999855","1,503944635","1,428939223","0,810696125","0,585384488","0,282661825","0,470489830","88,9","95,8","92,9","83,3","81,3","91,2",17131296,"164,445","-1,105","-1,837","9,661","11311,643","1,53"
2017,Canada,7,"7,315999985","1,479204416","1,481348991","0,834557652","0,611100912","0,287371516","0,435539722","91,5","95,8","96,4","77,8","87,5",100,36543321,"572,834","1,561","8,802","15,595","31950,383","1,337"
2017,Canada,7,"7,315999985","1,479204416","1,481348991","0,834557652","0,611100912","0,287371516","0,435539722","91,5","95,8","96,4","77,8","87,5",100,36543321,"572,834","1,561","8,802","15,595","31950,383","1,337"
2017,Canada,7,"7,315999985","1,479204416","1,481348991","0,834557652","0,611100912","0,287371516","0,435539722","91,5","95,8","96,4","77,8","87,5",100,36543321,"572,834","1,561","8,802","15,595","31950,383","1,332"
2017,Canada,7,"7,315999985","1,479204416","1,481348991","0,834557652","0,611100912","0,287371516","0,435539722","91,5","95,8","96,4","77,8","87,5",100,36543321,"572,834","1,561","8,802","15,595","31950,383","1,338"
2017,Canada,7,"7,315999985","1,479204416","1,481348991","0,834557652","0,611100912","0,287371516","0,435539722","91,5","95,8","96,4","77,8","87,5",100,36543321,"572,834","1,561","8,802","15,595","31950,383","1,327"
2017,New Zealand,8,"7,314000130","1,405706048","1,548195124","0,816759706","0,614062130","0,382816702","0,500005126","92,6",100,"92,9","88,9","81,3",100,4793900,"36,153","5,503","1,886","7,689","1777,488","1,263"
2017,New Zealand,8,"7,314000130","1,405706048","1,548195124","0,816759706","0,614062130","0,382816702","0,500005126","92,6",100,"92,9","88,9","81,3",100,4793900,"36,153","5,503","1,886","7,689","1777,488","1,238"
2017,New Zealand,8,"7,314000130","1,405706048","1,548195124","0,816759706","0,614062130","0,382816702","0,500005126","92,6",100,"92,9","88,9","81,3",100,4793900,"36,153","5,503","1,886","7,689","1777,488","1,216"
2017,New Zealand,8,"7,314000130","1,405706048","1,548195124","0,816759706","0,614062130","0,382816702","0,500005126","92,6",100,"92,9","88,9","81,3",100,4793900,"36,153","5,503","1,886","7,689","1777,488","1,188"
2017,New Zealand,8,"7,314000130","1,405706048","1,548195124","0,816759706","0,614062130","0,382816702","0,500005126","92,6",100,"92,9","88,9","81,3",100,4793900,"36,153","5,503","1,886","7,689","1777,488","1,221"
2017,Sweden,9,"7,283999920","1,494387269","1,478162169","0,830875158","0,612924099","0,384398729","0,385399252","93,9","95,8","96,4","83,3",100,"94,1",10057698,"42,307","-1,549","-0,666","4,271","4864,404","1,383"
2017,Sweden,9,"7,283999920","1,494387269","1,478162169","0,830875158","0,612924099","0,384398729","0,385399252","93,9","95,8","96,4","83,3",100,"94,1",10057698,"42,307","-1,549","-0,666","4,271","4864,404","1,42"
2017,Sweden,9,"7,283999920","1,494387269","1,478162169","0,830875158","0,612924099","0,384398729","0,385399252","93,9","95,8","96,4","83,3",100,"94,1",10057698,"42,307","-1,549","-0,666","4,271","4864,404","1,489"
2017,Sweden,9,"7,283999920","1,494387269","1,478162169","0,830875158","0,612924099","0,384398729","0,385399252","93,9","95,8","96,4","83,3",100,"94,1",10057698,"42,307","-1,549","-0,666","4,271","4864,404","1,507"
2017,Sweden,9,"7,283999920","1,494387269","1,478162169","0,830875158","0,612924099","0,384398729","0,385399252","93,9","95,8","96,4","83,3",100,"94,1",10057698,"42,307","-1,549","-0,666","4,271","4864,404","1,533"
2017,Australia,10,"7,283999920","1,484414935","1,510041952","0,843886793","0,601607382","0,301183730","0,477699250","90,9",100,"89,3","77,8","87,5",100,24601860,"415,097","0,989","4,066","16,884","17354,972","1,367"
2017,Australia,10,"7,283999920","1,484414935","1,510041952","0,843886793","0,601607382","0,301183730","0,477699250","90,9",100,"89,3","77,8","87,5",100,24601860,"415,097","0,989","4,066","16,884","17354,972","1,4"
2017,Australia,10,"7,283999920","1,484414935","1,510041952","0,843886793","0,601607382","0,301183730","0,477699250","90,9",100,"89,3","77,8","87,5",100,24601860,"415,097","0,989","4,066","16,884","17354,972","1,387"
2017,Australia,10,"7,283999920","1,484414935","1,510041952","0,843886793","0,601607382","0,301183730","0,477699250","90,9",100,"89,3","77,8","87,5",100,24601860,"415,097","0,989","4,066","16,884","17354,972","1,398"
2017,Australia,10,"7,283999920","1,484414935","1,510041952","0,843886793","0,601607382","0,301183730","0,477699250","90,9",100,"89,3","77,8","87,5",100,24601860,"415,097","0,989","4,066","16,884","17354,972","1,419"
2017,Israel,11,"7,212999821","1,375382423","1,376289964","0,838404000","0,405988604","0,085242100","0,330082655","77,9","91,7",75,"88,9",75,"58,8",8713300,"62,467","-2,253","-1,44","7,577","2212,419","2,721"
2017,Israel,11,"7,212999821","1,375382423","1,376289964","0,838404000","0,405988604","0,085242100","0,330082655","77,9","91,7",75,"88,9",75,"58,8",8713300,"62,467","-2,253","-1,44","7,577","2212,419","2,741"
2017,Israel,11,"7,212999821","1,375382423","1,376289964","0,838404000","0,405988604","0,085242100","0,330082655","77,9","91,7",75,"88,9",75,"58,8",8713300,"62,467","-2,253","-1,44","7,577","2212,419","2,745"
2017,Israel,11,"7,212999821","1,375382423","1,376289964","0,838404000","0,405988604","0,085242100","0,330082655","77,9","91,7",75,"88,9",75,"58,8",8713300,"62,467","-2,253","-1,44","7,577","2212,419","2,756"
2017,Israel,11,"7,212999821","1,375382423","1,376289964","0,838404000","0,405988604","0,085242100","0,330082655","77,9","91,7",75,"88,9",75,"58,8",8713300,"62,467","-2,253","-1,44","7,577","2212,419","2,735"
2017,Costa Rica,12,"7,078999996","1,109706283","1,416403651","0,759509265","0,580131650","0,100106589","0,214613229","78,8","95,8","71,4","66,7","68,8","91,2",4949954,"8,235","3,931","0,311","1,664","230,044","1,706"
2017,Costa Rica,12,"7,078999996","1,109706283","1,416403651","0,759509265","0,580131650","0,100106589","0,214613229","78,8","95,8","71,4","66,7","68,8","91,2",4949954,"8,235","3,931","0,311","1,664","230,044","1,705"
2017,Costa Rica,12,"7,078999996","1,109706283","1,416403651","0,759509265","0,580131650","0,100106589","0,214613229","78,8","95,8","71,4","66,7","68,8","91,2",4949954,"8,235","3,931","0,311","1,664","230,044","1,7"
2017,Costa Rica,12,"7,078999996","1,109706283","1,416403651","0,759509265","0,580131650","0,100106589","0,214613229","78,8","95,8","71,4","66,7","68,8","91,2",4949954,"8,235","3,931","0,311","1,664","230,044","1,766"
2017,Costa Rica,12,"7,078999996","1,109706283","1,416403651","0,759509265","0,580131650","0,100106589","0,214613229","78,8","95,8","71,4","66,7","68,8","91,2",4949954,"8,235","3,931","0,311","1,664","230,044","1,706"
2017,Austria,13,"7,006000042","1,487097263","1,459944963","0,815328419","0,567766190","0,221060365","0,316472322","84,2","95,8","82,1","83,3","68,8","91,2",8797566,"69,629","3,75","2,517","7,894","5310,775","1,264"
2017,Austria,13,"7,006000042","1,487097263","1,459944963","0,815328419","0,567766190","0,221060365","0,316472322","84,2","95,8","82,1","83,3","68,8","91,2",8797566,"69,629","3,75","2,517","7,894","5310,775","1,249"
2017,Austria,13,"7,006000042","1,487097263","1,459944963","0,815328419","0,567766190","0,221060365","0,316472322","84,2","95,8","82,1","83,3","68,8","91,2",8797566,"69,629","3,75","2,517","7,894","5310,775","1,292"
2017,Austria,13,"7,006000042","1,487097263","1,459944963","0,815328419","0,567766190","0,221060365","0,316472322","84,2","95,8","82,1","83,3","68,8","91,2",8797566,"69,629","3,75","2,517","7,894","5310,775","1,273"
2017,Austria,13,"7,006000042","1,487097263","1,459944963","0,815328419","0,567766190","0,221060365","0,316472322","84,2","95,8","82,1","83,3","68,8","91,2",8797566,"69,629","3,75","2,517","7,894","5310,775","1,291"
2017,United States,14,"6,993000031","1,546259284","1,419920564","0,774286628","0,505740523","0,135638788","0,392578781","79,8","91,7","71,4","72,2","81,3","82,4",324985539,"5253,606","-0,731","-38,661","16,161","399528,685","2,256"
2017,United States,14,"6,993000031","1,546259284","1,419920564","0,774286628","0,505740523","0,135638788","0,392578781","79,8","91,7","71,4","72,2","81,3","82,4",324985539,"5253,606","-0,731","-38,661","16,161","399528,685","2,203"
2017,United States,14,"6,993000031","1,546259284","1,419920564","0,774286628","0,505740523","0,135638788","0,392578781","79,8","91,7","71,4","72,2","81,3","82,4",324985539,"5253,606","-0,731","-38,661","16,161","399528,685","2,311"
2017,United States,14,"6,993000031","1,546259284","1,419920564","0,774286628","0,505740523","0,135638788","0,392578781","79,8","91,7","71,4","72,2","81,3","82,4",324985539,"5253,606","-0,731","-38,661","16,161","399528,685","2,332"
2017,United States,14,"6,993000031","1,546259284","1,419920564","0,774286628","0,505740523","0,135638788","0,392578781","79,8","91,7","71,4","72,2","81,3","82,4",324985539,"5253,606","-0,731","-38,661","16,161","399528,685","2,401"
2017,Ireland,15,"6,977000237","1,535706639","1,558231115","0,809782624","0,573110342","0,298388153","0,427858323","91,5","95,8","78,6","83,3",100,100,4807388,"38,91","-2,797","-1,12","8,186","2113,445","1,422"
2017,Ireland,15,"6,977000237","1,535706639","1,558231115","0,809782624","0,573110342","0,298388153","0,427858323","91,5","95,8","78,6","83,3",100,100,4807388,"38,91","-2,797","-1,12","8,186","2113,445","1,423"
2017,Ireland,15,"6,977000237","1,535706639","1,558231115","0,809782624","0,573110342","0,298388153","0,427858323","91,5","95,8","78,6","83,3",100,100,4807388,"38,91","-2,797","-1,12","8,186","2113,445","1,417"
2017,Ireland,15,"6,977000237","1,535706639","1,558231115","0,809782624","0,573110342","0,298388153","0,427858323","91,5","95,8","78,6","83,3",100,100,4807388,"38,91","-2,797","-1,12","8,186","2113,445","1,394"
2017,Ireland,15,"6,977000237","1,535706639","1,558231115","0,809782624","0,573110342","0,298388153","0,427858323","91,5","95,8","78,6","83,3",100,100,4807388,"38,91","-2,797","-1,12","8,186","2113,445","1,39"
2017,Germany,16,"6,951000214","1,487923384","1,472520351","0,798950732","0,562511384","0,276731938","0,336269170","86,1","95,8","82,1","83,3",75,"94,1",82657002,"786,655","-1,731","-13,856","9,517","90522,004","1,482"
2017,Germany,16,"6,951000214","1,487923384","1,472520351","0,798950732","0,562511384","0,276731938","0,336269170","86,1","95,8","82,1","83,3",75,"94,1",82657002,"786,655","-1,731","-13,856","9,517","90522,004","1,487"
2017,Germany,16,"6,951000214","1,487923384","1,472520351","0,798950732","0,562511384","0,276731938","0,336269170","86,1","95,8","82,1","83,3",75,"94,1",82657002,"786,655","-1,731","-13,856","9,517","90522,004","1,515"
2017,Germany,16,"6,951000214","1,487923384","1,472520351","0,798950732","0,562511384","0,276731938","0,336269170","86,1","95,8","82,1","83,3",75,"94,1",82657002,"786,655","-1,731","-13,856","9,517","90522,004","1,527"
2017,Germany,16,"6,951000214","1,487923384","1,472520351","0,798950732","0,562511384","0,276731938","0,336269170","86,1","95,8","82,1","83,3",75,"94,1",82657002,"786,655","-1,731","-13,856","9,517","90522,004","1,547"
2017,Belgium,17,"6,890999794","1,463780761","1,462312698","0,818091869","0,539770722","0,251343131","0,231503338","77,8","95,8","89,3",50,"68,8","85,3",11375158,"99,456","-0,351","-0,351","8,709","12259,668","1,437"
2017,Belgium,17,"6,890999794","1,463780761","1,462312698","0,818091869","0,539770722","0,251343131","0,231503338","77,8","95,8","89,3",50,"68,8","85,3",11375158,"99,456","-0,351","-0,351","8,709","12259,668","1,47"
2017,Belgium,17,"6,890999794","1,463780761","1,462312698","0,818091869","0,539770722","0,251343131","0,231503338","77,8","95,8","89,3",50,"68,8","85,3",11375158,"99,456","-0,351","-0,351","8,709","12259,668","1,536"
2017,Belgium,17,"6,890999794","1,463780761","1,462312698","0,818091869","0,539770722","0,251343131","0,231503338","77,8","95,8","89,3",50,"68,8","85,3",11375158,"99,456","-0,351","-0,351","8,709","12259,668","1,538"
2017,Belgium,17,"6,890999794","1,463780761","1,462312698","0,818091869","0,539770722","0,251343131","0,231503338","77,8","95,8","89,3",50,"68,8","85,3",11375158,"99,456","-0,351","-0,351","8,709","12259,668","1,533"
2017,United Kingdom,19,"6,714000225","1,441633940","1,496460080","0,805335939","0,508190036","0,265428066","0,492774159","85,3","95,8",75,"83,3","81,3","91,2",66058859,"388,088","-2,761","-11,021","5,816","77085,683","1,844"
2017,United Kingdom,19,"6,714000225","1,441633940","1,496460080","0,805335939","0,508190036","0,265428066","0,492774159","85,3","95,8",75,"83,3","81,3","91,2",66058859,"388,088","-2,761","-11,021","5,816","77085,683","1,806"
2017,United Kingdom,19,"6,714000225","1,441633940","1,496460080","0,805335939","0,508190036","0,265428066","0,492774159","85,3","95,8",75,"83,3","81,3","91,2",66058859,"388,088","-2,761","-11,021","5,816","77085,683","1,789"
2017,United Kingdom,19,"6,714000225","1,441633940","1,496460080","0,805335939","0,508190036","0,265428066","0,492774159","85,3","95,8",75,"83,3","81,3","91,2",66058859,"388,088","-2,761","-11,021","5,816","77085,683","1,831"
2017,United Kingdom,19,"6,714000225","1,441633940","1,496460080","0,805335939","0,508190036","0,265428066","0,492774159","85,3","95,8",75,"83,3","81,3","91,2",66058859,"388,088","-2,761","-11,021","5,816","77085,683","1,801"
2017,Chile,20,"6,651999950","1,252784610","1,284024954","0,819479704","0,376895279","0,082287982","0,326662421","78,4","95,8","85,7","44,4",75,"91,2",18470439,"84,062","-0,109","-0,092","4,551","2651,899","1,633"
2017,Chile,20,"6,651999950","1,252784610","1,284024954","0,819479704","0,376895279","0,082287982","0,326662421","78,4","95,8","85,7","44,4",75,"91,2",18470439,"84,062","-0,109","-0,092","4,551","2651,899","1,623"
2017,Chile,20,"6,651999950","1,252784610","1,284024954","0,819479704","0,376895279","0,082287982","0,326662421","78,4","95,8","85,7","44,4",75,"91,2",18470439,"84,062","-0,109","-0,092","4,551","2651,899","1,603"
2017,Chile,20,"6,651999950","1,252784610","1,284024954","0,819479704","0,376895279","0,082287982","0,326662421","78,4","95,8","85,7","44,4",75,"91,2",18470439,"84,062","-0,109","-0,092","4,551","2651,899","1,646"
2017,Chile,20,"6,651999950","1,252784610","1,284024954","0,819479704","0,376895279","0,082287982","0,326662421","78,4","95,8","85,7","44,4",75,"91,2",18470439,"84,062","-0,109","-0,092","4,551","2651,899","1,634"
2017,United Arab Emirates,21,"6,647999763","1,626343369","1,266410232","0,726798236","0,608345270","0,324489564","0,360941947","26,9",0,"35,7","22,2",50,"26,5",9487203,"186,623","-18,357","-41,96","19,671","4289,391","1,767"
2017,United Arab Emirates,21,"6,647999763","1,626343369","1,266410232","0,726798236","0,608345270","0,324489564","0,360941947","26,9",0,"35,7","22,2",50,"26,5",9487203,"186,623","-18,357","-41,96","19,671","4289,391","1,783"
2017,United Arab Emirates,21,"6,647999763","1,626343369","1,266410232","0,726798236","0,608345270","0,324489564","0,360941947","26,9",0,"35,7","22,2",50,"26,5",9487203,"186,623","-18,357","-41,96","19,671","4289,391","1,883"
2017,United Arab Emirates,21,"6,647999763","1,626343369","1,266410232","0,726798236","0,608345270","0,324489564","0,360941947","26,9",0,"35,7","22,2",50,"26,5",9487203,"186,623","-18,357","-41,96","19,671","4289,391","1,816"
2017,United Arab Emirates,21,"6,647999763","1,626343369","1,266410232","0,726798236","0,608345270","0,324489564","0,360941947","26,9",0,"35,7","22,2",50,"26,5",9487203,"186,623","-18,357","-41,96","19,671","4289,391","1,847"
2017,Brazil,22,"6,635000229","1,107353210","1,431306005","0,616552353","0,437453747","0,111092761","0,162349895","68,6","95,8","53,6","61,1",50,"82,4",207833831,"484,588","1,284","6,145","2,332","14192,739","2,163"
2017,Brazil,22,"6,635000229","1,107353210","1,431306005","0,616552353","0,437453747","0,111092761","0,162349895","68,6","95,8","53,6","61,1",50,"82,4",207833831,"484,588","1,284","6,145","2,332","14192,739","2,169"
2017,Brazil,22,"6,635000229","1,107353210","1,431306005","0,616552353","0,437453747","0,111092761","0,162349895","68,6","95,8","53,6","61,1",50,"82,4",207833831,"484,588","1,284","6,145","2,332","14192,739","2,195"
2017,Brazil,22,"6,635000229","1,107353210","1,431306005","0,616552353","0,437453747","0,111092761","0,162349895","68,6","95,8","53,6","61,1",50,"82,4",207833831,"484,588","1,284","6,145","2,332","14192,739","2,159"
2017,Brazil,22,"6,635000229","1,107353210","1,431306005","0,616552353","0,437453747","0,111092761","0,162349895","68,6","95,8","53,6","61,1",50,"82,4",207833831,"484,588","1,284","6,145","2,332","14192,739","2,271"
2017,Czech Republic,23,"6,609000206","1,352682352","1,433885217","0,754444003","0,490946174","0,036872927","0,088106759","76,2","95,8","64,3","66,7","68,8","85,3",10594438,"105,642","-0,926","-0,987","9,928","11679,484","1,372"
2017,Czech Republic,23,"6,609000206","1,352682352","1,433885217","0,754444003","0,490946174","0,036872927","0,088106759","76,2","95,8","64,3","66,7","68,8","85,3",10594438,"105,642","-0,926","-0,987","9,928","11679,484","1,367"
2017,Czech Republic,23,"6,609000206","1,352682352","1,433885217","0,754444003","0,490946174","0,036872927","0,088106759","76,2","95,8","64,3","66,7","68,8","85,3",10594438,"105,642","-0,926","-0,987","9,928","11679,484","1,369"
2017,Czech Republic,23,"6,609000206","1,352682352","1,433885217","0,754444003","0,490946174","0,036872927","0,088106759","76,2","95,8","64,3","66,7","68,8","85,3",10594438,"105,642","-0,926","-0,987","9,928","11679,484","1,403"
2017,Czech Republic,23,"6,609000206","1,352682352","1,433885217","0,754444003","0,490946174","0,036872927","0,088106759","76,2","95,8","64,3","66,7","68,8","85,3",10594438,"105,642","-0,926","-0,987","9,928","11679,484","1,383"
2017,Argentina,24,"6,598999977","1,185295463","1,440451145","0,695137084","0,494519204","0,059739888","0,109457061","69,6","91,7",50,"61,1","68,8","76,5",44044811,"187,416","-1,84","-3,514","4,266","7925,163","2,082"
2017,Argentina,24,"6,598999977","1,185295463","1,440451145","0,695137084","0,494519204","0,059739888","0,109457061","69,6","91,7",50,"61,1","68,8","76,5",44044811,"187,416","-1,84","-3,514","4,266","7925,163","2,096"
2017,Argentina,24,"6,598999977","1,185295463","1,440451145","0,695137084","0,494519204","0,059739888","0,109457061","69,6","91,7",50,"61,1","68,8","76,5",44044811,"187,416","-1,84","-3,514","4,266","7925,163","2,012"
2017,Argentina,24,"6,598999977","1,185295463","1,440451145","0,695137084","0,494519204","0,059739888","0,109457061","69,6","91,7",50,"61,1","68,8","76,5",44044811,"187,416","-1,84","-3,514","4,266","7925,163","1,955"
2017,Argentina,24,"6,598999977","1,185295463","1,440451145","0,695137084","0,494519204","0,059739888","0,109457061","69,6","91,7",50,"61,1","68,8","76,5",44044811,"187,416","-1,84","-3,514","4,266","7925,163","1,989"
2017,Mexico,25,"6,578000069","1,153183818","1,210862160","0,709978998","0,412730008","0,132774115","0,120990433","64,1","78,3","64,3","72,2","43,8","61,8",124777324,"461,238","-4,827","-23,391","3,696","18868,897","2,544"
2017,Mexico,25,"6,578000069","1,153183818","1,210862160","0,709978998","0,412730008","0,132774115","0,120990433","64,1","78,3","64,3","72,2","43,8","61,8",124777324,"461,238","-4,827","-23,391","3,696","18868,897","2,548"
2017,Mexico,25,"6,578000069","1,153183818","1,210862160","0,709978998","0,412730008","0,132774115","0,120990433","64,1","78,3","64,3","72,2","43,8","61,8",124777324,"461,238","-4,827","-23,391","3,696","18868,897","2,631"
2017,Mexico,25,"6,578000069","1,153183818","1,210862160","0,709978998","0,412730008","0,132774115","0,120990433","64,1","78,3","64,3","72,2","43,8","61,8",124777324,"461,238","-4,827","-23,391","3,696","18868,897","2,64"
2017,Mexico,25,"6,578000069","1,153183818","1,210862160","0,709978998","0,412730008","0,132774115","0,120990433","64,1","78,3","64,3","72,2","43,8","61,8",124777324,"461,238","-4,827","-23,391","3,696","18868,897","2,6"
2017,Singapore,26,"6,572000027","1,692277670","1,353814363","0,949492395","0,549840569","0,464307785","0,345965981","63,2","43,3","78,6","61,1","62,5","70,6",5612253,"39,066","-3,002","-1,209","6,844","2047,356","1,387"
2017,Singapore,26,"6,572000027","1,692277670","1,353814363","0,949492395","0,549840569","0,464307785","0,345965981","63,2","43,3","78,6","61,1","62,5","70,6",5612253,"39,066","-3,002","-1,209","6,844","2047,356","1,393"
2017,Singapore,26,"6,572000027","1,692277670","1,353814363","0,949492395","0,549840569","0,464307785","0,345965981","63,2","43,3","78,6","61,1","62,5","70,6",5612253,"39,066","-3,002","-1,209","6,844","2047,356","1,4"
2017,Singapore,26,"6,572000027","1,692277670","1,353814363","0,949492395","0,549840569","0,464307785","0,345965981","63,2","43,3","78,6","61,1","62,5","70,6",5612253,"39,066","-3,002","-1,209","6,844","2047,356","1,382"
2017,Singapore,26,"6,572000027","1,692277670","1,353814363","0,949492395","0,549840569","0,464307785","0,345965981","63,2","43,3","78,6","61,1","62,5","70,6",5612253,"39,066","-3,002","-1,209","6,844","2047,356","1,347"
2017,Uruguay,28,"6,453999996","1,217559695","1,412227869","0,719216824","0,579392254","0,178061873","0,175096929","81,2",100,"89,3","44,4",75,"97,1",3436646,"6,174","-5,391","-0,352","1,796","352,149","1,759"
2017,Uruguay,28,"6,453999996","1,217559695","1,412227869","0,719216824","0,579392254","0,178061873","0,175096929","81,2",100,"89,3","44,4",75,"97,1",3436646,"6,174","-5,391","-0,352","1,796","352,149","1,715"
